negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,kluang,WONG SHU QI,Pakatan Harapan,49801,26406
johor,kluang,GAN PING SIEU,Barisan Nasional,23395,
johor,kluang,DZULKARNAIN BIN ALIAS,Perikatan Nasional,22021,
johor,kluang,IR. U. RAMENDRAN,BEBAS,404,
