negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,ayer hitam,WEE KA SIONG,Barisan Nasional,18911,2963
johor,ayer hitam,SHEIKH OMAR,Pakatan Harapan,15948,
johor,ayer hitam,SYAFIQ AZIZ,Perikatan Nasional,11833,
