negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,bukit gantang,DATO' SYED ABU HUSSIN,Perikatan Nasional,32625,12756
perak,bukit gantang,MOHAMMAD SOLLEHIN BIN MOHAMAD TAJIE,Barisan Nasional,19869,
perak,bukit gantang,DR. FAKHRULDIN MOHD HASHIM,Pakatan Harapan,18565,
perak,bukit gantang,MOHD SHUKRI BIN MOHD YUSOFF,PARTI PEJUANG TANAHAIR,508,
