negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,permatang pauh,UST FAWWAZ MD JAN,Perikatan Nasional,37638,5272
pulau pinang,permatang pauh,NURUL IZZAH ANWAR,Pakatan Harapan,32366,
pulau pinang,permatang pauh,DATUK ZAIDI SAID,Barisan Nasional,16971,
pulau pinang,permatang pauh,CIKGU NASIR,PARTI PEJUANG TANAHAIR,473,
