negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,muar,SYED SADDIQ,IKATAN DEMOKRATIK MALAYSIA,19961,1345
johor,muar,USTAZ ABDULLAH HUSIN,Perikatan Nasional,18616,
johor,muar,MOHD HELMY ABD.LATIF,Barisan Nasional,14581,
