negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,jelutong,SANISVARA NETHAJI RAYER (RSN RAYER),Pakatan Harapan,50369,38604
pulau pinang,jelutong,BALJIT SINGH,Perikatan Nasional,11765,
pulau pinang,jelutong,DATUK LOGANATHAN A/L THORAISAMY,Barisan Nasional,7387,
pulau pinang,jelutong,YACOOB BIN NOOR,BEBAS,480,
pulau pinang,jelutong,LIM HUAT POH (MARTIN),PARTI WARISAN SABAH,442,
pulau pinang,jelutong,KOH SWE YONG,PARTI RAKYAT MALAYSIA,264,
