negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,beaufort,DATUK SITI AMINAH BINTI ACHING,Barisan Nasional,10570,2518
sabah,beaufort,DATUK HJH.JOHAIR MAT LANI,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT,8052,
sabah,beaufort,DIKIN BIN MUSAH,Pakatan Harapan,7835,
sabah,beaufort,MASRI BIN ADUL,PARTI WARISAN SABAH,2152,
sabah,beaufort,JOHAN @ CHRISTOPHER BIN O T GHANI,BEBAS,546,
sabah,beaufort,MATLANI BIN SABLI,BEBAS,143,
