negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,kapar,DR HALIMAH ALI,Perikatan Nasional,65751,11782
selangor,kapar,ABDULLAH SANI ABDUL HAMID,Pakatan Harapan,53969,
selangor,kapar,MUHAMMAD BIN NOOR AZMAN,Barisan Nasional,35079,
selangor,kapar,DR DAROYAH BINTI ALWI,PARTI BANGSA MALAYSIA,1474,
selangor,kapar,UST. HJ. MOHD PATHAN BIN HUSSIN,PARTI PEJUANG TANAHAIR,1015,
selangor,kapar,DATO' SRI SIVALINGAM,BEBAS,477,
selangor,kapar,DATO' SERI RAHIM,PARTI WARISAN SABAH,265,
