negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,tenom,RIDUAN BIN RUBIN,BEBAS,10027,1108
sabah,tenom,NOORITA SUAL,Pakatan Harapan,8919,
sabah,tenom,JAMAWI BIN JA'AFAR,Barisan Nasional,8625,
sabah,tenom,UKIM BUANDI,PARTI WARISAN SABAH,992,
sabah,tenom,PEGGY CHAW ZHI TING,BEBAS,86,
