negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,tanjong karang,KAPT (B) DATO DR ZULKAFPERI,Perikatan Nasional,18054,2180
selangor,tanjong karang,DATO' HJH. HABIBAH,Barisan Nasional,15874,
selangor,tanjong karang,CIKGU RAHAYU BAHARIN,Pakatan Harapan,12314,
selangor,tanjong karang,LANDO BROTHERHOOD,PARTI PEJUANG TANAHAIR,3557,
selangor,tanjong karang,MOHD ROSNI,BEBAS,1406,
