negeri,parlimen,calon,parti/gabungan,undi,majoriti
wp kuala lumpur,bukit bintang,FONG KUI LUN,Pakatan Harapan,43827,38977
wp kuala lumpur,bukit bintang,TAN TEIK PENG,Barisan Nasional,4850,
wp kuala lumpur,bukit bintang,EDWIN CHEN,Perikatan Nasional,4259,
