negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,bukit gelugor,RAMKARPAL SINGH,Pakatan Harapan,71204,63112
pulau pinang,bukit gelugor,P. THINAGARANABHAN,Perikatan Nasional,8092,
pulau pinang,bukit gelugor,WONG CHIN CHONG,Barisan Nasional,6777,
