negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,sandakan,VIVIAN WONG SHIR YEE,Pakatan Harapan,16673,11031
sabah,sandakan,ALEX THIEN,PARTI WARISAN SABAH,5642,
sabah,sandakan,LAU CHI KEONG @ THOMAS LAU,GABUNGAN RAKYAT SABAH,5054,
sabah,sandakan,PETER HII,BEBAS,2342,
sabah,sandakan,SYEIKH LOKEMAN,BEBAS,962,
sabah,sandakan,HAJJAH LITA TAN BINTI ABDULLAH,BEBAS,246,
