negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,mersing,ISLAHUDDIN ABAS,Perikatan Nasional,21066,2337
johor,mersing,ABD LATIF BANDI,Barisan Nasional,18729,
johor,mersing,ZULAIKHA ZAIDI,Pakatan Harapan,6813,
johor,mersing,NURFATIMAH IBRAHIM,PARTI PEJUANG TANAHAIR,209,
johor,mersing,ISMAIL BIN DON,BEBAS,89,
