negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,keningau,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,GABUNGAN RAKYAT SABAH,23155,8056
sabah,keningau,GRELYDIA GILLOD,Pakatan Harapan,15099,
sabah,keningau,DATUK JAKE NOINTIN,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT,9598,
sabah,keningau,RASININ BIN KOUTIS @ KAUTIS,PARTI WARISAN SABAH,7020,
