negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,serian,DATO' SRI RICHARD RIOT ANAK JAEM,Gabungan Parti Sarawak,22876,16697
sarawak,serian,DR ALIM IMPIRA,BEBAS,6179,
sarawak,serian,ELSIY A/K TINGANG,PARTI SARAWAK BERSATU,5630,
sarawak,serian,LEARRY ANAK JABUL,Pakatan Harapan,5289,
