negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,kapit,ALEXANDER NANTA LINGGI,Gabungan Parti Sarawak,16522,12402
sarawak,kapit,PANGKAS AK. UNGGANG,Pakatan Harapan,4120,
sarawak,kapit,ROBERT SAWENG ,PARTI BANSA DAYAK SARAWAK,1357,
