negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,kuala krau,USTAZ HAJI KAMAL BIN ASHAARI,Perikatan Nasional,22505,1024
pahang,kuala krau,DATO' SRI DR HAJI ISMAIL BIN MOHAMED SAID,Barisan Nasional,21481,
pahang,kuala krau,JUHARI OSMAN,Pakatan Harapan,3593,
pahang,kuala krau,SHAHRUDDIN MOHAMED SALLEH,PARTI PEJUANG TANAHAIR,174,
