negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,miri,CHIEW CHOON MAN,Pakatan Harapan,39549,6159
sarawak,miri,JEFFERY PHANG,Gabungan Parti Sarawak,33390,
sarawak,miri,LAWRENCE LAI,PARTI SARAWAK BERSATU,5209,
