negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,damansara,GOBIND SINGH DEO,Pakatan Harapan,142875,124619
selangor,damansara,LIM SI CHING,Perikatan Nasional,18256,
selangor,damansara,TAN GIM TUAN GT,Barisan Nasional,13806,
