negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,kulai,TEO NIE CHING,Pakatan Harapan,65529,36023
johor,kulai,CHUA JIAN BOON,Barisan Nasional,29506,
johor,kulai,DATO' TAN,Perikatan Nasional,20218,
