negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,putatan,SHAHELMEY BIN YAHYA,Barisan Nasional,16234,124
sabah,putatan,AWANG HUSAINI BIN SAHARI,Pakatan Harapan,16110,
sabah,putatan,AHMAD BIN MOHD SAID,PARTI WARISAN SABAH,8511,
sabah,putatan,POYNE B. TUDUS @ PATRICK PAYNE,PARTI PEJUANG TANAHAIR,394,
