negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,baling,USTAZ HASSAN,Perikatan Nasional,64493,29137
kedah,baling,DATUK AZEEZ RAHIM,Barisan Nasional,35356,
kedah,baling,CIKGU JOHARI ABDULLAH,Pakatan Harapan,8636,
kedah,baling,LT KOL (B) BASIR ,PARTI PEJUANG TANAHAIR,579,
