negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,tanjong malim,CHANG LIH KANG,Pakatan Harapan,25140,3541
perak,tanjong malim,NOLEE RADZI,Perikatan Nasional,21599,
perak,tanjong malim,DR MAH HANG SOON,Barisan Nasional,20963,
perak,tanjong malim,DATUK JAMALUDDIN BIN MOHD. RADZI,BEBAS,1032,
perak,tanjong malim,DR AMIR HAMZAH,PARTI PEJUANG TANAHAIR,609,
perak,tanjong malim,CIKGU IZZAT JOHARI,BEBAS,328,
