negeri,parlimen,calon,parti/gabungan,undi,majoriti
melaka,kota melaka,KHOO POAY TIONG,Pakatan Harapan,73995,46420
melaka,kota melaka,SUHAIME BORHAN,Perikatan Nasional,27575,
melaka,kota melaka,KON QI YAO,Barisan Nasional,20686,
melaka,kota melaka,DATO' DR. NORAZLAN,BEBAS,925,
