negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,selayang,WILLIAM LEONG JEE KEEN,Pakatan Harapan,72773,23619
selangor,selayang,DATUK ABDUL RASHID ASARI,Perikatan Nasional,49154,
selangor,selayang,CHAN WUN HOONG,Barisan Nasional,19425,
selangor,selayang,SALLEH AMIRUDDIN,PARTI PEJUANG TANAHAIR,2584,
selangor,selayang,MUHAMMAD ZAKI BIN OMAR,BEBAS,945,
