negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,tebrau,JIMMY PUAH WEE TSE,Pakatan Harapan,83959,30720
johor,tebrau,MOHAMAD ISA BIN MOHAMAD BASIR,Perikatan Nasional,53239,
johor,tebrau,NICOLE WONG,Barisan Nasional,30767,
