negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,lahad datu,DATO' HJ MOHAMMAD YUSOF BIN APDAL,PARTI WARISAN SABAH,27116,4376
sabah,lahad datu,MAIZATUL AKMAM BT HJ ALAWI,Barisan Nasional,22740,
sabah,lahad datu,SIA YU HOCK,Pakatan Harapan,8289,
