negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,batu pahat,ONN BIN ABU BAKAR,Pakatan Harapan,45242,15972
johor,batu pahat,DATO' RASHID HASNON,Perikatan Nasional,29270,
johor,batu pahat,ISHAK SIRAJ ,Barisan Nasional,24309,
johor,batu pahat,NIZAM BASHIR,PARTI PEJUANG TANAHAIR,410,
johor,batu pahat,ZAHARI BIN OSMAN,PARTI RAKYAT MALAYSIA,263,
