negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,pendang,DATUK HAJI AWANG SOLAHUDIN,Perikatan Nasional,49008,31289
kedah,pendang,SURAYA BINTI YAACOB,Barisan Nasional,17719,
kedah,pendang,DATO ZUL,Pakatan Harapan,8058,
kedah,pendang,RASHID YOB,PARTI PEJUANG TANAHAIR,809,
