negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,kuantan,WAN RAZALI WAN NOR,Perikatan Nasional,25514,2866
pahang,kuantan,FUZIAH SALLEH,Pakatan Harapan,22648,
pahang,kuantan,DATO' SRI AB HAMID BIN MOHD NAZAHAR,Barisan Nasional,19114,
pahang,kuantan,MEJAR ANUAR TAJUDDIN (B),PARTI PEJUANG TANAHAIR,486,
