negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,larut,DATO SERI HAMZAH ZAINUDIN,Perikatan Nasional,28350,11598
perak,larut,SHAFIQ FHADLY MAHMUD,Barisan Nasional,16752,
perak,larut,USTAZ ZOLKHARNAIN BIN ABIDIN,Pakatan Harapan,6207,
perak,larut,USTAZ AUZAIE,PARTI PEJUANG TANAHAIR,566,
