negeri,parlimen,calon,parti/gabungan,undi,majoriti
kelantan,machang,WAN AHMAD FAYHSAL WAN AHMAD KAMAL,PARTI ISLAM SE-MALAYSIA,35603,10154
kelantan,machang,DATUK JAZLAN,Barisan Nasional,25449,
kelantan,machang,DR ROSLI ALLANI ABDULL KADIR,Pakatan Harapan,3934,
kelantan,machang,MEJAR (B) MAT,PARTI BUMIPUTERA PERKASA MALAYSIA,128,
