negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,beruas,DATO' NGEH KOO HAM,Pakatan Harapan,46710,33971
perak,beruas,IR. ONG KEAN SING,Perikatan Nasional,12739,
perak,beruas,DING SIEW CHEE,Barisan Nasional,12724,
