negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,sabak bernam,CIKGU KALAM BIN SALAN,Perikatan Nasional,17973,5056
selangor,sabak bernam,ABD RAHMAN BIN BAKRI,Barisan Nasional,12917,
selangor,sabak bernam,HJ. SHAMSUL MA`ARIF ISMAIL,Pakatan Harapan,9627,
selangor,sabak bernam,DATO` SRI EIZLAN YUSOF,PARTI PEJUANG TANAHAIR,460,
