negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,batang lupar,MOHAMAD SHAFIZAN,Gabungan Parti Sarawak,19627,14463
sarawak,batang lupar,HAMDAN SANI,Perikatan Nasional,5164,
sarawak,batang lupar,WEL @ MAXWEL ROJIS,Pakatan Harapan,2768,
