negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,indera mahkota,DATO' SRI SAIFUDDIN ABDULLAH,Perikatan Nasional,41692,8399
pahang,indera mahkota,HAJI ZURAIDI ISMAIL,Pakatan Harapan,33293,
pahang,indera mahkota,DATO' QUEK TAI SEONG,Barisan Nasional,16530,
pahang,indera mahkota,DR. MOHAMAD NOR BIN SUNDARI,BARISAN JEMAAH ISLAMIAH SE-MALAYSIA,1864,
