negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,nibong tebal,FADHLINA BINTI SIDEK,Pakatan Harapan,42188,16293
pulau pinang,nibong tebal,DATO' MANSOR BIN OTHMAN,Perikatan Nasional,25895,
pulau pinang,nibong tebal,DATUK SERI THANENTHIRAN,Barisan Nasional,10660,
pulau pinang,nibong tebal,GOH KHENG HUAT,BEBAS,565,
