negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,tenggara,MANNDZRI BIN NASIB,Barisan Nasional,21185,2991
johor,tenggara,KOLONEL NAZARI,Perikatan Nasional,18194,
johor,tenggara,ZURAIDAH CHEDAH,Pakatan Harapan,11618,
johor,tenggara,AZHAR PALAL,PARTI PEJUANG TANAHAIR,353,
