negeri,parlimen,calon,parti/gabungan,undi,majoriti
negeri sembilan,rasah,CHA KEE CHIN,Pakatan Harapan,81434,61987
negeri sembilan,rasah,NG KIAN NAM,Barisan Nasional,19447,
negeri sembilan,rasah,DAVID CHOONG,Perikatan Nasional,18810,
