negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,temerloh,HJH SALAMIAH MOHD NOR,Perikatan Nasional,30929,5520
pahang,temerloh,MOHD HASBIE MUDA,Pakatan Harapan,25409,
pahang,temerloh,DATO' SRI HJ MOHD SHARKAR BIN HJ SHAMSUDIN,Barisan Nasional,25191,
pahang,temerloh,AMINUDDIN BIN YAHAYA,PARTI PEJUANG TANAHAIR,1108,
