negeri,parlimen,calon,parti/gabungan,undi,majoriti
negeri sembilan,kuala pilah,DATO' HJ ADNAN HJ ABU HASSAN ,BARISAN NASIONAL,21423,6483
negeri sembilan,kuala pilah,NOR AZMAN MOHAMAD ,Pakatan Harapan,14940,
negeri sembilan,kuala pilah,EDDIN SYAZLEE,Perikatan Nasional,11560,
negeri sembilan,kuala pilah,KAMARULZAMAN KAMDIAS,PARTI PEJUANG TANAHAIR,406,
negeri sembilan,kuala pilah,AZMAN BIN IDRIS,PARTI WARISAN SABAH,333,
