negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,paya besar,DATO' INDERA MOHD SHAHAR BIN ABDULLAH,Barisan Nasional,26899,1317
pahang,paya besar,USTAZ AIRE ROSLAN,Perikatan Nasional,25582,
pahang,paya besar,AHMAD AZAM,Pakatan Harapan,9192,
pahang,paya besar,IR. ROSMINAHAR,PARTI PEJUANG TANAHAIR,310,
