negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,mukah,HANIFAH HAJAR TAIB,Gabungan Parti Sarawak,21733,15686
sarawak,mukah,ABDUL JALIL,Pakatan Harapan,6047,
