negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,igan,AHMAD JOHNIE BIN ZAWAWI,Gabungan Parti Sarawak,15824,14662
sarawak,igan,HUD ANDRI,Pakatan Harapan,1162,
