negeri,parlimen,calon,parti/gabungan,undi,majoriti
sabah,kinabatangan,BUNG MOKTAR BIN RADIN,Barisan Nasional,16842,4330
sabah,kinabatangan,MAZLIWATI BINTI ABDUL MALEK,PARTI WARISAN SABAH,12512,
