negeri,parlimen,calon,parti/gabungan,undi,majoriti
perak,pasir salak,USTAZ JAMALUDIN BIN YAHYA,Perikatan Nasional,24897,5003
perak,pasir salak,KHAIRUL AZWAN HARUN,Barisan Nasional,19894,
perak,pasir salak,USTAZ NIK OMAR NIK ABDUL AZIZ,Pakatan Harapan,11693,
perak,pasir salak,ZAIROL HIZAM BIN ZAKARIA,PARTI PEJUANG TANAHAIR,539,
