negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,mas gading,MORDI ANAK BIMOL,PARTI TINDAKAN DEMOKRATIK,17274,5480
sarawak,mas gading,LIDANG DISEN,Gabungan Parti Sarawak,11794,
sarawak,mas gading,RYAN SIM MIN LEONG,PARTI BUMI KENYALANG,2311,
