negeri,parlimen,calon,parti/gabungan,undi,majoriti
wp kuala lumpur,setiawangsa,NIK NAZMI NIK AHMAD,Pakatan Harapan,34434,12164
wp kuala lumpur,setiawangsa,NURUL FADZILAH BINTI KAMALUDDIN,Perikatan Nasional,22270,
wp kuala lumpur,setiawangsa,IZUDIN BIN ISHAK,Barisan Nasional,16333,
wp kuala lumpur,setiawangsa,BIBI SUNITA ,PARTI PEJUANG TANAHAIR,953,
wp kuala lumpur,setiawangsa,MEJAR MIOR ROSLI TUDM (B),BEBAS,492,
wp kuala lumpur,setiawangsa,STANLEY LIM YEN TIONG,BEBAS,282,
