negeri,parlimen,calon,parti/gabungan,undi,majoriti
terengganu,dungun,USTAZ HAJI WAN HASSAN,PARTI ISLAM SE-MALAYSIA,59720,34105
terengganu,dungun,USTAZ SHAM,Barisan Nasional,25615,
terengganu,dungun,DATO' DR MOHD JOHARI,Pakatan Harapan,5307,
terengganu,dungun,NORAISAH BINTI HASAN,PARTI PEJUANG TANAHAIR,322,
terengganu,dungun,PEGUAM GHAZALI,BEBAS,305,
