negeri,parlimen,calon,parti/gabungan,undi,majoriti
kelantan,pasir puteh,USTAZ NIK ZAWAWI,PARTI ISLAM SE-MALAYSIA,52937,29109
kelantan,pasir puteh,DATUK CIKGU AWI,Barisan Nasional,23828,
kelantan,pasir puteh,USTAZ MUHAMMAD HUSAIN,Pakatan Harapan,3864,
kelantan,pasir puteh,KAPTEN WAN MARZUDI,PARTI PEJUANG TANAHAIR,349,
