negeri,parlimen,calon,parti/gabungan,undi,majoriti
selangor,hulu langat,YB MOHD SANY HAMZAN,Pakatan Harapan,58382,14896
selangor,hulu langat,DATO' DR. MOHD RADZI ABD LATIF,Perikatan Nasional,43486,
selangor,hulu langat,DATUK WIRA HAJI JOHAN BIN ABD AZIZ,Barisan Nasional,32570,
selangor,hulu langat,DATO HAJI MARKIMAN KOBIRAN,PARTI PEJUANG TANAHAIR,1655,
selangor,hulu langat,DATO' ABDUL RAHMAN BIN JAAFAR,PARTI WARISAN SABAH,370,
selangor,hulu langat,DR MOHAMED MUSTAFA,BEBAS,326,
