negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,santubong,NANCY SHUKRI,Gabungan Parti Sarawak,43739,38681
sarawak,santubong,MOHAMAD ZEN PELI,Pakatan Harapan,5058,
sarawak,santubong,AFFENDI BIN JEMAN,BEBAS,3012,
