negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,kubang pasu,DATO' WIRA DR KU ABD RAHMAN BIN KU ISMAIL,Perikatan Nasional,47584,31584
kedah,kubang pasu,AIZUDDIN ARIFFIN,Pakatan Harapan,16000,
kedah,kubang pasu,HASMUNI BIN HASSAN (TOK MUNI),Barisan Nasional,14489,
kedah,kubang pasu,AMIRUDDIN HAMZAH (TOK MET),PARTI PEJUANG TANAHAIR,5329,
