negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,bukit bendera,SYERLEENA ABDUL RASHID,Pakatan Harapan,49353,42610
pulau pinang,bukit bendera,HNG CHEE WEY,Perikatan Nasional,6743,
pulau pinang,bukit bendera,RICHIE HUAN XIN YUN,Barisan Nasional,5417,
pulau pinang,bukit bendera,TEH YEE CHEU,PARTI RAKYAT MALAYSIA,677,
pulau pinang,bukit bendera,RAZALIF ZAIN,BEBAS,299,
