negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,raub,CHOW YU HUI,Pakatan Harapan,21613,4357
pahang,raub,DATO FAKRUNIZAM IBRAHIM,Perikatan Nasional,17256,
pahang,raub,CHONG SIN WOON,Barisan Nasional,16939,
pahang,raub,NORKHAIRUL ANUAR BIN MOHAMED NOR,PARTI PEJUANG TANAHAIR,427,
