negeri,parlimen,calon,parti/gabungan,undi,majoriti
pulau pinang,balik pulau,MUHAMMAD BAKHTIAR BIN WAN CHIK,Pakatan Harapan,24564,1582
pulau pinang,balik pulau,MUHAMMAD HARRIS IDAHAM RASHID,Perikatan Nasional,22982,
pulau pinang,balik pulau,DATUK SHAH HEADAN BIN AYOOB SHAH,Barisan Nasional,15478,
pulau pinang,balik pulau,DATO SRI SABARUDDIN BIN AHMAD,BEBAS,366,
pulau pinang,balik pulau,FAZLI MOHAMMAD,PARTI PEJUANG TANAHAIR,341,
pulau pinang,balik pulau,DATO' SRI JOHNNY (DSJ),BEBAS,180,
