negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,pekan,SH MOHMED PUZI BIN SH ALI,Barisan Nasional,47418,8949
pahang,pekan,USTAZ MOHD FADHIL NOOR BIN ABDUL KARIM,Perikatan Nasional,38469,
pahang,pekan,MOHD NAIM ZAINAL ABIDIN,Pakatan Harapan,6316,
pahang,pekan,DATO' RADHI ABDUL RAZAK,PARTI PEJUANG TANAHAIR,472,
pahang,pekan,TENGKU DATO' HISHAM,BEBAS,366,
