negeri,parlimen,calon,parti/gabungan,undi,majoriti
pahang,lipis,DATO SRI ABDUL RAHMAN BIN MOHAMAD,Barisan Nasional,17672,6118
pahang,lipis,DATO' SHAHRUM ,Perikatan Nasional,11554,
pahang,lipis,TENGKU ZULPURI SHAH BIN RAJA PUJI,Pakatan Harapan,6366,
pahang,lipis,AISHATON BINTI ABU BAKAR,PARTI PEJUANG TANAHAIR,263,
