negeri,parlimen,calon,parti/gabungan,undi,majoriti
johor,simpang renggam,HASNI BIN MOHAMMAD,Barisan Nasional,18312,1821
johor,simpang renggam,DR MASZLEE MALIK,Pakatan Harapan,16491,
johor,simpang renggam,FAZRUL KAMAT,Perikatan Nasional,9077,
johor,simpang renggam,KAMAL,PARTI PEJUANG TANAHAIR,251,
