negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,pokok sena,DATO' AHMAD YAHAYA,Perikatan Nasional,52275,31751
kedah,pokok sena,DATO' WIRA HJ MAHFUZ OMAR,Pakatan Harapan,20524,
kedah,pokok sena,NORAN ZAMINI BIN JAMALUDDIN,Barisan Nasional,14523,
kedah,pokok sena,NORAINI BINTI MD SALLEH,PARTI WARISAN SABAH,622,
