negeri,parlimen,calon,parti/gabungan,undi,majoriti
kelantan,pasir mas,USTAZ FADHLI SHAARI,PARTI ISLAM SE-MALAYSIA,44444,30717
kelantan,pasir mas,DATO GHANI,Barisan Nasional,13727,
kelantan,pasir mas,DATUK HUSAM MUSA,Pakatan Harapan,6439,
kelantan,pasir mas,NASRUL ALI HASAN,PARTI BUMIPUTERA PERKASA MALAYSIA,543,
