negeri,parlimen,calon,parti/gabungan,undi,majoriti
sarawak,bandar kuching,KELVIN YII LEE WUEN,PARTI TINDAKAN DEMOKRATIK,45353,28891
sarawak,bandar kuching,TAY TZE KOK,Gabungan Parti Sarawak,16462,
sarawak,bandar kuching,VOON LEE SHAN,PARTI SARAWAK BERSATU,1760,
