negeri,parlimen,calon,parti/gabungan,undi,majoriti
kedah,alor setar,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,Perikatan Nasional,37486,9931
kedah,alor setar,SIMON OOI TZE MIN,Pakatan Harapan,27555,
kedah,alor setar,TAN CHEE HIONG,Barisan Nasional,8930,
kedah,alor setar,NUHAIRI RAHMAT,PARTI PEJUANG TANAHAIR,2383,
kedah,alor setar,FADZIL BIN HANAFI,PARTI WARISAN SABAH,366,
kedah,alor setar,SOFAN FEROZA,BEBAS,151,
kedah,alor setar,DATO' DR NORDIN YUNUS,BEBAS,115,
